,who,lang,text
ParlaMint-NO_2014-15_150616.ud2029e5415,KES,nob,"['Det voteres over forslag nr. 2, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag om å styrke lovverket slik at unge med tiltak etter barnevernloven får rett til tiltak fram til fylte 25 år.»', 'Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e5434,KES,nob,"['Det voteres over forslag nr. 3, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen sikre at kommunenes interne kontroll når det gjelder barnevernet, er implementert i alle kommuner, og at tilsyn særlig er oppmerksomme på ettervernspraksis.»', 'Arbeiderpartiet, Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet at de vil støtte forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e5469,KES,nob,"['Under debatten er det satt fram 14 forslag. Det er forslagene nr. 1–14, fra Sonja Mandt på vegne av Arbeiderpartiet.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen fremme forslag til ny forskriftshjemmel i krisesenterlova, slik at innhold og kvalitet i kommunenes krisesentertilbud kan reguleres nærmere.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen utgi et rundskriv som påpeker ansvaret kommunene har for å gi et akutt krisesentertilbud.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen utarbeide forskrift om kompetansekrav som pålegger kommunene å ha personale med barnefaglig kompetanse ved sitt krisesentertilbud, for å sørge for at barn gis individuell oppfølging og at barnets rettigheter blir ivaretatt.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen sørge for at barn som kommer til krisesenteret sammen med mor eller far, får individuell tilrettelagt informasjon, herunder informasjon om hva de kan tilbys, hvem de kan henvende seg til, og hvordan de skal forholde seg til en eventuell hemmelig adresse.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen sørge for at barn som benytter krisesentertilbudet, får ivaretatt sine rettigheter, herunder at de får fortsette å gå på skole eller barnehage, enten ved å fortsette på sin egen eller en annen skole eller barnehage.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen sette kommunene i stand til å hente inn etterslepet i fysisk standard og sikkerhet som finnes ved flere krisesentre i dag, for blant annet å bedre krisesentertilbudet til menn og deres barn.»', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen redegjøre for Stortinget på egnet måte om hvorvidt dagens geografiske dekning er i tråd med forutsetningen om at krisesentertilbudet skal være et reelt lavterskeltilbud.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen utrede ulike modeller for krisesentertilbud for voldsutsatte med tilleggsproblematikk, herunder rusmiddelavhengighet og psykiske lidelser.»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen følge opp anbefalinger om bedring av tilbud til voldsutsatte med funksjonsnedsettelser, jf. NOVAs evaluering av kommunenes implementering av krisesenterlova.»', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen utgi rundskriv om omfanget av Fylkesmannens tilsyn med at kommunene oppfyller pliktene pålagt etter krisesenterlova §§ 2, 3, 4 og 8.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen vurdere lovendring som regulerer hyppigheten av tilsyn med at kommunene oppfyller pliktene pålagt etter krisesenterlova §§ 2, 3, 4 og 8.»', 'Forslag nr. 12 lyder:', '«Stortinget ber regjeringen innføre krav om at alle kommuner skal utarbeide handlingsplaner mot vold i nære relasjoner, der kommunens krisesentertilbud og rutiner for samarbeid mellom de relevante etater også er omtalt.»', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen utrede behovet for overgangsboliger og vurdere øremerkede midler til kommunene for å etablere behovsprøvde overgangsboliger til voldsutsatte etter opphold på krisesenter, og fremme sak om det.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen innføre krav om at alle kommuner skal ha egne boligplaner hvor sosial boligpolitikk og kommunenes oppfølging av ofre for vold i nære relasjoner som har behov for bolig i reetableringsfasen, bør inngå.»', 'Senterpartiet og Sosialistisk Venstreparti har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e5571,KES,nob,"['Under debatten er det satt fram i alt fire forslag. Det er', 'forslag nr. 1, fra Geir Jørgen Bekkevold på vegne av Kristelig Folkeparti forslag nr. 2, fra Arild Grande på vegne av Arbeiderpartiet forslagene nr. 3 og 4, fra Bård Vegar Solhjell på vegne av Sosialistisk Venstreparti', 'Det voteres over forslagene nr. 3 og 4, fra Sosialistisk Venstreparti.', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen legge frem en utredning som systematisk går gjennom kriteriene satt for at FM-nettet skulle stenge i 2017.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen ta initiativ til å undersøke hvor stor andel av befolkningen som lytter på DAB-radio spesifikt, ikke bare digitale plattformer generelt.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e5607,KES,nob,"['Det voteres over forslag nr. 1, fra Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen vurdere både om beløpet er tilstrekkelig og om støtteordningen kan finansieres på en annen måte enn å bruke støtteordningen for lokalkringkasting, og fremme sak for Stortinget på egnet måte.»', 'Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e5626,KES,nob,"['Det voteres over forslag nr. 2, fra Arbeiderpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen koordinere slukking av FM i 2017 slik at slukking av kommersiell lokalradio i storbyområdene finner sted på samme tidspunkt som den regionale slukkingen for de riksdekkende kommersielle kanalene, og ta initiativ til at konsesjonene forlenges i tråd med dette der det er nødvendig.»']"
ParlaMint-NO_2014-15_150616.ud2029e5657,KES,nob,"['Under debatten er det satt fram i alt fem forslag. Det er forslagene nr. 1–5, fra Kjersti Toppe på vegne av Senterpartiet og Sosialistisk Venstreparti.', 'Det voteres først over forslagene nr. 2, 3 og 5.', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen sikre at videre langsiktig utvikling av sykehustilbudet i OUS skjer gjennom utbygging rundt dagens sykehuslokaliteter.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen sikre at det innføres stedlig ledelse i OUS.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen sikre at det utarbeides plan for å løse kapasitetsproblemene og oppgraderingsbehovet i OUS på kort og mellomlang sikt.»']"
ParlaMint-NO_2014-15_150616.ud2029e5686,KES,nob,"['Det voteres over forslagene nr. 1 og 4, fra Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen stoppe foreliggende planer om en samlokalisering av de fleste sykehusfunksjoner i OUS i et nytt storsykehus på Gaustad.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen sikre at lokalsykehustilbudet i OUS blir bygget ut, inkludert gjenoppretting av Aker sykehus som fullverdig lokalsykehus.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e5749,KES,nob,"['Under debatten er det satt fram ett forslag, fra Tove Karoline Knutsen på vegne av Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen sikre at sykestuene i de fire kommunene i Nord-Troms, Nordreisa, Skjervøy, Kåfjord og Kvænangen, videreføres fra 1. januar 2016, ut fra en modell som kommunene selv finner formålstjenlig og som samtidig gir de beste tjenestene til befolkningen i regionen.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.', 'Det blir votert alternativt mellom dette forslaget og komiteens innstilling til I.']"
ParlaMint-NO_2014-15_150616.ud2029e5769,KES,nob,['Presidenten gjør oppmerksom på at dette kan bli en skarp votering.']
ParlaMint-NO_2014-15_150616.ud2029e5801,KES,nob,"['Under debatten er det satt fram i alt 17 forslag. Det er', 'forslagene nr. 1–7, fra Kjersti Toppe på vegne av Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti forslag nr. 8, fra Kjersti Toppe på vegne av Arbeiderpartiet, Kristelig Folkeparti og Senterpartiet forslag nr. 9, fra Kjersti Toppe på vegne av Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti forslagene nr. 10–14, fra Kjersti Toppe på vegne av Kristelig Folkeparti og Senterpartiet forslag nr. 15, fra Olaug V. Bollestad på vegne av Kristelig Folkeparti og Sosialistisk Venstreparti forslagene nr. 16 og 17, fra Olaug V. Bollestad på vegne av Kristelig Folkeparti', 'Det voteres over forslagene nr. 16 og 17, fra Kristelig Folkeparti.', 'Forslag nr. 16 lyder:', '«Stortinget ber regjeringen utrede hvorvidt bevillingsgebyrene i § 6-2 i forskrift til lov om omsetning av alkoholholdig drikk mv. bør endres slik at gebyrene ikke lenger defineres som minimumssatser, men at bevillingsmyndigheten i særlige tilfeller kan bestemme at gebyret skal settes høyere.»', 'Forslag nr. 17 lyder:', '«Stortinget ber regjeringen innføre et krav om at rusfrihet skal være en forutsetning for offentlig støtte til idrettsarrangementer.»']"
ParlaMint-NO_2014-15_150616.ud2029e5844,KES,nob,"['Det voteres over forslag nr. 15, fra Kristelig Folkeparti og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen endre alkoholloven for slik å redusere maksimal skjenketid fra kl. 03.00 til kl. 02.00.»']"
ParlaMint-NO_2014-15_150616.ud2029e5861,KES,nob,"['Det voteres over forslagene nr. 10–14, fra Kristelig Folkeparti og Senterpartiet.', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen vurdere om det ikke lenger skal kunne tillates å ha pengespillautomater på steder der det skjenkes alkohol.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen likestille regelverkene for salg og skjenking /endre alkoholloven slik at det ikke blir mulig å dumpe prisene på utesteder.»', 'Forslag nr. 12 lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget med forslag til tiltak som begrenser forbruksdrivende produktinformasjon.»', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen innføre sterkere tiltak mot smugling til Norge gjennom bedre kontrollmekanismer, som blant annet flere mobile skannere og tilstrekkelige driftsmidler til kontrollarbeid.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen gjennomgå reklameregelverket for å sikre et tydelig grensesnitt mellom reklameforbudet og produktinformasjon og sikre mer hensiktsmessige reaksjonsalternativer ved brudd på regelverket.»']"
ParlaMint-NO_2014-15_150616.ud2029e5898,KES,nob,"['Det voteres over forslag nr. 9, fra Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen i statsbudsjettet for 2016 reversere endringen av taxfree-kvoten som ble innført i 2014.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e5917,KES,nob,"['Det voteres over forslag nr. 8, fra Arbeiderpartiet, Kristelig Folkeparti og Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen innlede et samarbeid med idrettens organisasjoner om å styrke arbeidet for å gjøre idrett til en alkoholfri sone.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e5936,KES,nob,"['Det voteres over forslagene nr. 1–7, fra Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen fremskaffe relevante data og utarbeide et samfunnsregnskap for å sette søkelys på de enorme kostnadene bruk av alkohol innebærer for samfunn, arbeidsliv og ikke minst enkeltpersoner og deres familier.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen opprettholde reklameforbudet for alkohol.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen styrke frivillige lag og organisasjoner som driver opplysnings- og holdningsskapende rusarbeid.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen styrke AKAN ', ' sitt arbeid.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen i enda større grad tilrettelegge for behandlingstilbud for hele familier ved alkoholproblemer.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen sørge for at gravide får god informasjon om skaden alkoholinntak under svangerskap kan påføre barnet, herunder sikre at alle gravide informeres om dette på svangerskapskontroll.»', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen om å sikre at gravide med rusavhengighet får tettere oppfølging, og vurdere å opprette egne rusavvenningsinstitusjoner for disse.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6002,KES,nob,"['Under debatten er det satt fram i alt tolv forslag. Det er', 'forslagene nr. 1–3, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti forslag nr. 4, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti forslagene nr. 5 og 6, fra Olaug V. Bollestad på vegne av Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti forslagene nr. 7–9, fra Olaug V. Bollestad på vegne av Kristelig Folkeparti og Senterpartiet forslag nr. 10, fra Olaug V. Bollestad på vegne av Kristelig Folkeparti forslagene nr. 11 og 12, fra Kjersti Toppe på vegne av Senterpartiet', 'Det voteres over forslag nr. 12, fra Senterpartiet. Forslaget lyder:', '«Stortinget ber regjeringen innføre rammefinansiering for palliativ behandling i sykehus.»']"
ParlaMint-NO_2014-15_150616.ud2029e6038,KES,nob,"['Det voteres over forslag nr. 11, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen i løpet av 2015 fremme sak for Stortinget om oppfølging av Kaasa-utvalget og videreutvikle omsorgslønn- og pleiepengeordningene for pårørende og andre nære som yter palliativ omsorg i hjemmet.»', 'Sosialistisk Venstreparti har varslet støtte til forslaget.', 'Voteringstavlene viste at 93 representanter stemte mot forslaget, og 11 representanter stemte for.']"
ParlaMint-NO_2014-15_150616.ud2029e6059,KES,nob,"['Da blir stemmetallene 94 mot forslaget fra Senterpartiet og 10 for.', 'Det voteres over forslag nr. 10, fra Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen evaluere ordningen med innsatsstyrt finansiering ', ' for døende pasienter i sykehus, samt vurdere opprettelse av en egen DRG-sats for palliative senger i sykehusene.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6080,KES,nob,"['Det voteres over forslagene nr. 7 og 8, fra Kristelig Folkeparti og Senterpartiet.', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen utarbeide en plan for satsing på livshjelp som innbefatter minst 600 nye kommunale plasser ', ' for lindrende behandling innen 2020, og tilskudd til drift av disse.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen fremme sak for Stortinget om en tilpasset investeringstilskuddsordning for palliative, kommunale enheter og utrede behovet for særskilte økonomiske ordninger for å sikre forsvarlig drift.»']"
ParlaMint-NO_2014-15_150616.ud2029e6102,KES,nob,"['Det voteres over forslag nr. 9, fra Kristelig Folkeparti og Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen utarbeide en plan for satsing på livshjelp, herunder etablere finansieringsordninger som stimulerer til økt samarbeid mellom forskningsinstitusjoner, høyskoler, universiteter og den kommunale omsorgstjenesten.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6121,KES,nob,"['Det voteres over forslagene nr. 5 og 6, fra Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen stimulere til økt legedekning på sykehjem for å sikre spesialisert behandling og smertelindring av alvorlig syke og døende.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen sikre etablering av ambulante team for lindrende behandling i kommuner eller samarbeidende kommuner som mangler dette tjenestetilbudet.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6145,KES,nob,"['Det voteres over forslag nr. 4, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen sørge for styrket kompetanse og tilbud innen palliasjon, også for barn, samt tilrettelegging for et mangfold av tilbud, herunder ulike hospice-modeller.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6164,KES,nob,"['Det voteres over forslagene nr. 1–3, fra Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen bedre tilrettelegge for at fastlegene kan gjennomføre hjemmebesøk hos alvorlig syke og døende pasienter.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen utarbeide en plan for satsing på livshjelp som stimulerer til bred kompetanseheving om palliasjon blant helsepersonell i kommunehelsetjenesten.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen sørge for et helhetlig og individuelt tilpasset tilbud til alvorlig syke og døende barn, herunder sikre familien tilgang til koordinator med spisskompetanse, uavhengig av barnets diagnose.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6239,KES,nob,"['Under debatten er det satt fram i alt fem forslag. Det er', 'forslagene nr. 1–3, fra Kjersti Toppe på vegne av Senterpartiet og Sosialistisk Venstreparti forslagene nr. 4 og 5, fra Kjersti Toppe på vegne av Senterpartiet', 'Det voteres over forslagene nr. 4 og 5, fra Senterpartiet.', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen gjennom en ny helseforvaltningslov opprette om lag 20 sykehusstyrer der flertallet i styret er valgt av og blant fylkestingsmedlemmene.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen gjennom ny helseforvaltningslov opprette virksomhetsstyrer ved sykehusene der flertallet av medlemmene er folkevalgte, og innføre stedlig ledelse med faglig, økonomi- og personalansvar.»']"
ParlaMint-NO_2014-15_150616.ud2029e6270,KES,nob,"['Det voteres over forslagene nr. 1–3, fra Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen sørge for at politiske prioriteringer for kvalitet, rekruttering og utdanning, funksjonsfordeling, lokalisering og organisering av spesialisthelsetjenesten skjer gjennom nasjonal helse- og sykehusplan. Denne planen skal legge rammene for folkevalgt styring av sykehusene.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen fremme lovforslag der helseforetaksloven erstattes av en ny helseforvaltningslov med folkevalgt styring av sykehusene.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen endre finansieringen av spesialisthelsetjenesten slik at sykehusene i all hovedsak rammefinansieres.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6315,KES,nob,"['Under debatten er det satt fram ett forslag, fra Kirsti Bergstø på vegne av Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen sikre at det finnes vinmonopolutsalg i alle kommuner som ønsker det.»']"
ParlaMint-NO_2014-15_150616.ud2029e6348,KES,nob,"['Under debatten er det satt fram i alt 42 forslag. Det er', 'forslagene nr. 1–3, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti forslag nr. 4, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Kristelig Folkeparti, Venstre og Sosialistisk Venstreparti forslagene nr. 5 og 6, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Kristelig Folkeparti og Senterpartiet forslagene nr. 7 og 8, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Kristelig Folkeparti og Sosialistisk Venstreparti forslagene nr. 9–19, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti forslag nr. 20, fra Freddy de Ruiter på vegne av Arbeiderpartiet, Venstre og Sosialistisk Venstreparti forslag nr. 21, fra Freddy de Ruiter på vegne av Arbeiderpartiet og Senterpartiet forslagene nr. 22 og 23, fra Freddy de Ruiter på vegne av Arbeiderpartiet og Venstre forslagene nr. 24, 25 og 27–35, fra Freddy de Ruiter på vegne av Arbeiderpartiet og Sosialistisk Venstreparti forslagene nr. 36 og 37, fra Freddy de Ruiter på vegne av Arbeiderpartiet forslagene nr. 38–40, fra Kjersti Toppe på vegne av Senterpartiet og Sosialistisk Venstreparti forslagene nr. 41 og 42, fra Kjersti Toppe på vegne av Senterpartiet forslag nr. 43, fra Ketil Kjenseth på vegne av Venstre']"
ParlaMint-NO_2014-15_150616.ud2029e6392,KES,nob,"['Det voteres over forslag nr. 43, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen lovfeste retten til å bli fulgt opp på avstand dersom man har to kroniske lidelser eller mer.»']"
ParlaMint-NO_2014-15_150616.ud2029e6409,KES,nob,"['Det voteres over forslagene nr. 41 og 42, fra Senterpartiet.', 'Forslag nr. 41 lyder:', '«Stortinget ber regjeringen gjøre abonnementsordning for frukt og grønt til et obligatorisk tilbud for skolene å tilby.»', 'Forslag nr. 42 lyder:', '«Stortinget ber regjeringen styrke subsidieringen av abonnementsordningen for frukt og grønt i skolen for å sikre at tilbudet blir rimeligere og tilgjengelig for flere.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6433,KES,nob,"['Det voteres over forslagene nr. 38–40, fra Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 38 lyder:', '«Stortinget ber regjeringen legge fram forslag til en opptrappingsplan for psykisk helse i kommunene, og at opptrappingsplanen finansieres gjennom en særskilt satsing med øremerkede midler.»', 'Forslag nr. 39 lyder:', '«Stortinget ber regjeringen fremme forslag for Stortinget om bruk av økonomiske virkemidler for å fremme et sunt kosthold.»', 'Forslag nr. 40 lyder:', '«Stortinget ber regjeringen innføre ernæringskriterier som gyldige hensyn i anbudsregelverket.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6462,KES,nob,"['Det voteres over forslag nr. 36, fra Arbeiderpartiet. Forslaget lyder:', '«Stortinget ber regjeringen etablere et lavterskel hjelpetilbud til barn og familier i alle kommuner.»']"
ParlaMint-NO_2014-15_150616.ud2029e6477,KES,nob,"['Det voteres over forslag nr. 37, fra Arbeiderpartiet. Forslaget lyder:', '«Stortinget ber regjeringen om at det utarbeides en handlingsplan for frisklivssentraler 2020.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6494,KES,nob,"['Det voteres over forslag nr. 25, fra Arbeiderpartiet og Sosialistisk Venstreparti. Forslaget lyder:', '«Stortinget ber regjeringen inkludere psykisk helse i overordnede kommunale dokumenter, som økonomiplaner og helseplaner. Tjenester som angår psykisk helse bør organiseres i tverrfaglige helsesentre for å sikre god samhandling.»']"
ParlaMint-NO_2014-15_150616.ud2029e6509,KES,nob,"['Det voteres over forslagene nr. 24 og 27–35, fra Arbeiderpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 24 lyder:', '«Stortinget ber regjeringen sørge for at det ansettes flere faste psykologer i kommunene, for å sikre tilbudet over hele landet. Psykologene må blant annet jobbe forebyggende, tverrfaglig, individ- og grupperettet, og med tidlig intervensjon for barn, unge og voksne med psykiske vansker.»', 'Forslag nr. 27 lyder:', '«Stortinget ber regjeringen utforme en tverrfaglig opptrappingsplan for forebygging og tidlig innsats for psykisk helse – særlig rettet mot barn og unge. En del av dette arbeidet må innebære en gjennomgang av alle tjenester rettet mot barn, unge og familier med mål om bedre samhandling, arbeidsdeling, tydeliggjøring av ansvar.»', 'Forslag nr. 28 lyder:', '«Stortinget ber regjeringen i arbeidet med en ungdomshelsestrategi særlig fokusere på at barn og unge skal høres i utviklingen av helsetjenesten.»', 'Forslag nr. 29 lyder:', '«Stortinget ber regjeringen sette inn tiltak som forebygger det økende kroppspresset unge i dag opplever.»', 'Forslag nr. 30 lyder:', '«Stortinget ber regjeringen se på muligheten for å opprette e-helsesøstertjeneste.»', 'Forslag nr. 31 lyder:', '«Stortinget ber regjeringen vurdere å åpne for at helsesøster kan henvise til BUP.»', 'Forslag nr. 32 lyder:', '«Stortinget ber regjeringen kartlegge lokale og regionale ressurser som kan settes inn overfor barn og familier i krise, og gjøre kriseteam til en lovpålagt tjeneste i kommunene.»', 'Forslag nr. 33 lyder:', '«Stortinget ber regjeringen gjennomføre en nærmiljøsatsing med tiltak som fremmer fysisk aktivitet nær der folk bor, for eksempel turstier, rundturløyper mv.»', 'Forslag nr. 34 lyder:', '«Stortinget ber regjeringen vurdere incentivordninger til kommuner som prøver ut tverrfaglige helsesentre.»', 'Forslag nr. 35 lyder:', '«Stortinget ber regjeringen vurdere hvordan man kan styrke arbeidet med hverdagsrehabiliteringen i kommunene.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6574,KES,nob,"['Det voteres over forslagene nr. 22 og 23, fra Arbeiderpartiet og Venstre.', 'Forslag nr. 22 lyder:', '«Stortinget ber regjeringen utarbeide en nasjonal strategi for implementering av mobilhelse i norsk helsetjeneste.»', 'Forslag nr. 23 lyder:', '«Stortinget ber regjeringen utarbeide en teknologinøytral finansieringsmodell som gir incentiver til helsetjenesten om å likestille nettkonsultasjoner med fysisk oppfølging, og belønne løpende oppfølging over nett.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6598,KES,nob,"['Det voteres over forslag nr. 21, fra Arbeiderpartiet og Senterpartiet. Forslaget lyder:', '«Stortinget ber regjeringen legge fram konkrete forslag til en mer forpliktende og koordinert pårørendepolitikk.»']"
ParlaMint-NO_2014-15_150616.ud2029e6613,KES,nob,"['Det voteres over forslag nr. 20, fra Arbeiderpartiet, Venstre og Sosialistisk Venstreparti. Forslaget lyder:', '«Stortinget ber regjeringen om å utarbeide en nasjonal strategi for sosialt entreprenørskap generelt og at Helse- og omsorgsdepartementet utvikler en egen delstrategi for folkehelse spesielt.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
